职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接,市,关键字,最低工资,最高工资
深度学习算法工程师,2.5万-5万 · 13薪,滨江,3-5年,硕士,深度学习算法、机器学习算法、视觉图像算法、TensorFlow,宁波江丰生物信息技术有限公司,http://jobs.zhaopin.com/CC410492320J40429200112.htm?refcode=4019&srccode=401901&preactionid=08ec36c1-a649-43da-9d47-26e1b89dbd65,杭州,算法,27083.333333333336,54166.66666666667
高级算法工程师,2.6万-4万,滨江,3-5年,博士,,浙江啄云智能科技有限公司,http://jobs.zhaopin.com/CC846310970J40276765606.htm?refcode=4019&srccode=401901&preactionid=08ec36c1-a649-43da-9d47-26e1b89dbd65,杭州,算法,26000.0,40000.0
图形学/3D视觉算法工程师,4万-6万,滨江,经验不限,硕士,扎实的编程能力、3年以上工作经验、UNITY3D或UE4、统招本科,无锡卓佳网络科技有限公司,http://jobs.zhaopin.com/CCL1365251880J40504693003.htm?refcode=4019&srccode=401901&preactionid=08ec36c1-a649-43da-9d47-26e1b89dbd65,杭州,算法,40000.0,60000.0
算法工程师（23及24届校招）(A11940),2万-4万 · 14薪,余杭,经验不限,硕士,C++、Python,弈芯科技(杭州)有限公司,http://jobs.zhaopin.com/CCL1361675880J40455501111.htm?refcode=4019&srccode=401901&preactionid=08ec36c1-a649-43da-9d47-26e1b89dbd65,杭州,算法,23333.333333333336,46666.66666666667
算法工程师,1.5万-2.5万,余杭,1-3年,硕士,PyTorch、Theano、PaddlePaddle,江苏瞭望神州大数据科技有限公司,http://jobs.zhaopin.com/CCL1266628910J40483357004.htm?refcode=4019&srccode=401901&preactionid=08ec36c1-a649-43da-9d47-26e1b89dbd65,杭州,算法,15000.0,25000.0
算法工程师,2.5万-5万 · 16薪,西湖,经验不限,硕士,,支付宝(杭州)信息技术有限公司,http://jobs.zhaopin.com/CC690041820J40515245309.htm?refcode=4019&srccode=401901&preactionid=08ec36c1-a649-43da-9d47-26e1b89dbd65,杭州,算法,33333.333333333336,66666.66666666667
图像算法工程师（汽车电子）,面议,滨江,1-3年,硕士,,浙江大华,http://jobs.zhaopin.com/CC145470510J40554044114.htm?refcode=4019&srccode=401901&preactionid=08ec36c1-a649-43da-9d47-26e1b89dbd65,杭州,算法,12919.836258254378,20824.214667671546
AIGC 算法工程师,3万-5万,拱墅,1-3年,硕士,推荐算法、算法研究、CNTK、PyTorch、MXNet、TensorFlow、PaddlePaddle,池州原子人力资源服务有限公司,http://jobs.zhaopin.com/CCL1463119280J40594108315.htm?refcode=4019&srccode=401901&preactionid=08ec36c1-a649-43da-9d47-26e1b89dbd65,杭州,算法,30000.0,50000.0
区块链算法引擎高级工程师,2.5万-5万 · 15薪,西湖,5-10年,硕士,架构设计、Golang、C/C++、C++、区块链、Rust,亚信科技,http://jobs.zhaopin.com/CC139131340J40244962611.htm?refcode=4019&srccode=401901&preactionid=08ec36c1-a649-43da-9d47-26e1b89dbd65,杭州,算法,31250.000000000004,62500.00000000001
开发工程师/测试/算法等+hc多多,2万-4万 · 16薪,滨江,经验不限,本科,,外企德科,http://jobs.zhaopin.com/CC138117190J40393691705.htm?refcode=4019&srccode=401901&preactionid=08ec36c1-a649-43da-9d47-26e1b89dbd65,杭州,算法,26666.666666666668,53333.333333333336
1688算法专家 (P6-p7),1.5万-3万,余杭,经验不限,本科,推荐算法、搜索算法、PyTorch、C++、Java、Python,道一(天津)企业管理咨询有限公司,http://jobs.zhaopin.com/CCL1447804550J40549686012.htm?refcode=4019&srccode=401901&preactionid=08ec36c1-a649-43da-9d47-26e1b89dbd65,杭州,算法,15000.0,30000.0
算法工程师,1.5万-2.5万,滨江,经验不限,本科,,河南爱收入科技有限公司杭州分公司,http://jobs.zhaopin.com/CCL1472368380J40485552516.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,15000.0,25000.0
视觉算法工程师,2.5万-4万 · 14薪,杭州,经验不限,硕士,模式识别、图像处理、图像算法、机器学习,易思维,http://jobs.zhaopin.com/CC622090030J40229124010.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,29166.666666666668,46666.66666666667
导航算法工程师,1万-1.5万 · 13薪,钱塘,经验不限,本科,MATLAB、机器人算法、导航算法,杭州启飞智能科技有限公司,http://jobs.zhaopin.com/CC370689480J40108310001.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,10833.333333333334,16250.0
机器视觉应用工程师,6千-1.2万,杭州,经验不限,大专,电工基础,杭州映图智能科技有限公司,http://jobs.zhaopin.com/CC477121730J40014482301.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,6000.0,12000.0
Auto camera开发工程师(HZ),1.5万-2.3万,滨江,1-3年,本科,C++、C语言,慧博云通科技股份有限公司,http://jobs.zhaopin.com/CCL1254757260J40497272805.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,15000.0,23000.0
Java开发（AI算法方向）,2万-3万 · 14薪,滨江,3-5年,本科,后端开发、AI应用、算法,上海恒生聚源数据服务有限公司,http://jobs.zhaopin.com/CC382753910J40499169901.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,23333.333333333336,35000.0
视觉算法工程师,1.8万-2.6万 · 13薪,萧山,3-5年,硕士,Halcon、机器视觉、缺陷检测、VisionPro,杭州国辰机器人科技有限公司,http://jobs.zhaopin.com/CC320706480J40079377602.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,19500.0,28166.666666666664
图像算法工程师,1.5万-2.6万 · 14薪,萧山,3-5年,本科,Python,杭州集益科技有限公司,http://jobs.zhaopin.com/CC183778810J40457513402.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,17500.0,30333.333333333332
算法工程师,3万-3.5万 · 16薪,余杭,3-5年,本科,视觉图像算法、推荐算法,广州秒到信息科技有限公司,http://jobs.zhaopin.com/CCL1257043630J40494412203.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,40000.0,46666.666666666664
视觉算法工程师/专家（精度/摄影测量方向）,4万-7万 · 16薪,滨江,5-10年,硕士,视觉图像算法、智能制造、智能机器人、移动机器人、VR/AR、视觉算法、精度测量,北京尚贤致达管理咨询有限公司,http://jobs.zhaopin.com/CC864361710J40490026509.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,53333.333333333336,93333.33333333333
电机算法工程师,1.2万-2.4万,余杭,1-3年,本科,DSP开发,润丰创芯智能科技(浙江)有限公司,http://jobs.zhaopin.com/CCL1411336290J40422867308.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,12000.0,24000.0
控制算法软件工程师（应届生）,1.6万-3万 · 15薪,西湖,经验不限,硕士,嵌入式、算法、控制算法,浙江艾罗网络能源技术股份有限公司,http://jobs.zhaopin.com/CC477300720J40126689604.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,20000.0,37500.0
计算机视觉算法工程师（费铮豪PI）-生物微纳感知创新工坊,8千-1.5万,萧山,经验不限,硕士,视觉图像算法、运动控制算法,浙江大学杭州国际科创中心,http://jobs.zhaopin.com/CCL1242292110J40437700204.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,8000.0,15000.0
图像算法工程师,1.2万-2.2万,拱墅,1-3年,本科,C++,浙江德菲洛智能机械制造有限公司,http://jobs.zhaopin.com/CCL1462088060J40519050308.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,12000.0,22000.0
前后端开发、测试、算法、大数据开发、数据分析岗位,1.7万-3万 · 14薪,滨江,经验不限,本科,C、Python、Java、Linux开发、WebGL,外企德科,http://jobs.zhaopin.com/CC138117190J40413635505.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,19833.333333333336,35000.0
底盘算法工程师,2万-3万 · 14薪,临安,3-5年,硕士,,所托(杭州)汽车智能设备有限公司,http://jobs.zhaopin.com/CCL1309888260J40496832916.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,23333.333333333336,35000.0
语音算法工程师,2万-3万,余杭,1-3年,本科,语音信号处理、Python、语音增强,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40492972216.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,20000.0,30000.0
无人机集群任务分配算法工程师,2.5万-4.5万,西湖,1-3年,硕士,军用无人机、固定翼无人机、任务分配算法、ROS、PX4、MAVLINK等开源系统、C++、linux、无人装备协同任务分配算法,南方新华,http://jobs.zhaopin.com/CC346219280J40479127411.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,25000.0,45000.0
计算机视觉算法工程师,2.5万-5万 · 14薪,钱塘,3-5年,硕士,,昂坤视觉,http://jobs.zhaopin.com/CC685860880J40443409604.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,29166.666666666668,58333.333333333336
机器视觉算法工程师,2.5万-4万 · 15薪,萧山,3-5年,硕士,图像检测识别、图像处理、图像增强、图像匹配、视觉图像算法、Halcon,杭州新诺微电子有限公司,http://jobs.zhaopin.com/CCL1276149840J40443265605.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,31250.000000000004,50000.0
算法工程师,150-200/天,西湖,经验不限,本科,视觉图像算法、算法研究、PyTorch、CNN、RNN、Transformer,浙江省交通运输科学研究院,http://jobs.zhaopin.com/CC372467580J40435799903.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,3262.5,4350.0
音频算法工程师(显控类),8千-1.6万,滨江,经验不限,本科,音频编解码,浙江宇视科技有限公司,http://jobs.zhaopin.com/CC451534410J40422843514.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,8000.0,16000.0
广告算法工程师,2万-4万,余杭,3-5年,本科,Python,邻汇吧,http://jobs.zhaopin.com/CC268359980J40519598707.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,20000.0,40000.0
控制算法工程师（英洛华—联宜电机）,1.5万-2.5万 · 13薪,滨江,经验不限,本科,运动控制算法,英洛华科技股份有限公司,http://jobs.zhaopin.com/CC347330280J40315953902.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,16250.0,27083.333333333336
高级图像算法工程师(前端一部),2万-4万,滨江,3-5年,本科,图像处理、图像增强、图像检测识别、人脸识别、图像匹配,浙江宇视科技有限公司,http://jobs.zhaopin.com/CC451534410J40538113314.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,20000.0,40000.0
AIGC 算法工程师,3万-5万,拱墅,3-5年,硕士,TensorFlow、PyTorch、MXNet、PaddlePaddle、视觉图像算法、AIGC、CV,池州原子人力资源服务有限公司,http://jobs.zhaopin.com/CCL1463119280J40594103815.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,30000.0,50000.0
飞行控制算法工程师,3万-3.5万 · 14薪,西湖,经验不限,本科,导航算法、卡尔曼滤波,南方新华,http://jobs.zhaopin.com/CC346219280J40452491511.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,35000.0,40833.33333333333
图形学算法工程师,1.5万-3万,上城,3-5年,本科,C语言、C++、机器人、人脸识别产品,浙江省公众信息产业有限公司,http://jobs.zhaopin.com/CC147451160J40493384811.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,15000.0,30000.0
AI工程师,20万-25万 · 13薪,余杭,3-5年,本科,深度学习、pytorch、C++,浙江迅实科技有限公司,http://jobs.zhaopin.com/CC365809530J40221929701.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,18055.555555555555,22569.444444444445
深度学习算法工程师,1.5万-3万 · 13薪,杭州,3-5年,本科,深度学习、算法设计、机器学习、视觉图像算法,杭州思元智能科技有限公司,http://jobs.zhaopin.com/CC515442680J40204847602.htm?refcode=4019&srccode=401901&preactionid=8cb333b7-7223-478d-920a-3bf9300850b6,杭州,算法,16250.0,32500.0
高级算法工程师-NLP/LLM/CV/AIGC,2.5万-5万 · 16薪,西湖,1-3年,硕士,基础语言模型、CV/AIGC,四川达麦企业管理有限公司,http://jobs.zhaopin.com/CCL1239944790J40501323608.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad,杭州,算法,33333.333333333336,66666.66666666667
ai算法（全国出差）,1.2万-2.2万,滨江,3-5年,本科,PyTorch、TensorFlow、Python、Java,深圳市讯方技术股份有限公司,http://jobs.zhaopin.com/CC132230560J40486611506.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad,杭州,算法,12000.0,22000.0
通用软开/测试/算法工程师,1.5万-3万 · 15薪,滨江,经验不限,本科,后端开发、C语言、C++、Java、Python、Golang,外企德科,http://jobs.zhaopin.com/CC138117190J40423857705.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad,杭州,算法,18750.0,37500.0
大模型算法工程师,2万-4万 · 16薪,滨江,3-5年,本科,搜索引擎技术、自然语言处理、深度学习算法、机器学习算法、视觉图像算法、推荐算法,成都韬普讯企业管理服务有限公司,http://jobs.zhaopin.com/CCL1282387760J40498078403.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad,杭州,算法,26666.666666666668,53333.333333333336
nlp算法工程师,2万-3.5万 · 14薪,上城,经验不限,本科,语义分析、信息抽取、智能客服、深度学习、C++、C语言、NLP,安徽百得思维信息科技有限公司,http://jobs.zhaopin.com/CC571829420J40510335505.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad,杭州,算法,23333.333333333336,40833.33333333333
两轮车算法TL-运筹算法,6万-12万 · 17薪,西湖,5-10年,硕士,运筹算法、调度算法,上海德筑企业管理有限公司,http://jobs.zhaopin.com/CC643747130J40507629603.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad,杭州,算法,7083.333333333334,14166.666666666668
语音识别算法工程师,1.5万-3万 · 14薪,余杭,3-5年,硕士,语音信号处理、波束形成、声纹识别、PyTorch、TensorFlow、C语言、Python,浙江咸临智能科技有限责任公司,http://jobs.zhaopin.com/CCL1282045030J40459332213.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad,杭州,算法,17500.0,35000.0
高级算法工程师,3万-4.5万 · 16薪,余杭,5-10年,本科,Java、C++、机器学习算法、广告算法、数据挖掘,永亿(广州)网络科技有限公司,http://jobs.zhaopin.com/CCL1471427700J40494442503.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad,杭州,算法,40000.0,60000.0
图像算法工程师,2万-3万,上城,1-3年,硕士,C++、Python、智慧医疗,无锡艾尔诺生物技术有限公司,http://jobs.zhaopin.com/CC481809420J40532080601.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad,杭州,算法,20000.0,30000.0
nlp算法工程师（学信统本、五险一金、双休）,1.1万-2.1万,滨江,3-5年,本科,词法分析、文本分析、文本挖掘、PaddlePaddle、PyTorch、Python,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40469555602.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad,杭州,算法,11000.0,21000.0
图像学算法工程师,1.5万-3万,上城,3-5年,本科,C++、机器人,浙江省公众信息产业有限公司,http://jobs.zhaopin.com/CC147451160J40493394611.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad,杭州,算法,15000.0,30000.0
机器视觉算法工程师,1.8万-3万 · 14薪,余杭,3-5年,本科,视觉图像算法、图像检测识别、图像处理、C/C++、Python,北京知存科技有限公司,http://jobs.zhaopin.com/CC581607530J40368265207.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad,杭州,算法,21000.0,35000.0
机器视觉应用工程师(杭州),5千-1万,临平,1-3年,大专,安装调试、机器视觉、万用表、电表、示波器,厦门力和行自动化有限公司,http://jobs.zhaopin.com/CC841821360J40315033013.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad,杭州,算法,5000.0,10000.0
高级算法工程师-NLP/LLM/CV/AIGC,2.5万-5万 · 16薪,余杭,1-3年,硕士,基础语言模型、CV/AIGC,四川达麦企业管理有限公司,http://jobs.zhaopin.com/CCL1239944790J40501323508.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad,杭州,算法,33333.333333333336,66666.66666666667
【急招】图像算法工程师,2.3万-2.8万,余杭,1-3年,本科,OpenCV,中科创达软件股份有限公司,http://jobs.zhaopin.com/CC285451210J40494870111.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad,杭州,算法,23000.0,28000.0
影像算法测试,1.2万-1.8万 · 13薪,西湖,3-5年,本科,CAMERA TUNING,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40494707116.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad,杭州,算法,13000.0,19500.0
算法开发工程师,1.3万-2万 · 14薪,滨江,经验不限,硕士,C++、C语言,中控技术股份有限公司,http://jobs.zhaopin.com/CC191024010J40469654616.htm?refcode=4019&srccode=401901&preactionid=84f3fdcc-d02b-485c-af91-c9fd972c5bad,杭州,算法,15166.666666666666,23333.333333333336
